Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
Ngo¹i Trang - ThiÕu L©m	0	11	850	\spr\item\ngoaitrang\nam-tl01.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1002	1002	1002	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
Ngo¹i Trang - ThiÕu L©m	0	11	851	\spr\item\ngoaitrang\nam-tl02.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1003	1003	1003	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
Ngo¹i Trang - ThiÕu L©m	0	11	852	\spr\item\ngoaitrang\nam-tl03.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1004	1004	1004	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
Ngo¹i Trang - §¹o Gia	0	11	853	\spr\item\ngoaitrang\nam-vd01.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1005	1005	1005	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0	37	4					
Ngo¹i Trang - §¹o Gia	0	11	854	\spr\item\ngoaitrang\nam-vd02.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1006	1006	1006	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0	37	4					
Ngo¹i Trang - §¹o Gia	0	11	855	\spr\item\ngoaitrang\nam-vd03.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1007	1007	1007	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0	37	4					
Ngo¹i Trang - Thiªn NhÉn	0	11	856	\spr\item\ngoaitrang\nam-tn01.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1008	1008	1008	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
Ngo¹i Trang - Thiªn NhÉn	0	11	857	\spr\item\ngoaitrang\nam-tn02.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1009	1009	1009	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
Ngo¹i Trang - Thiªn NhÉn	0	11	858	\spr\item\ngoaitrang\nam-tn03.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1010	1010	1010	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
Ngo¹i Trang - Ngò §éc	0	11	859	\spr\item\ngoaitrang\nu-nd01.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1021	1021	1021	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
Ngo¹i Trang - Ngò §éc	0	11	860	\spr\item\ngoaitrang\nu-nd02.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1022	1022	1022	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
Ngo¹i Trang - §­êng M«n	0	11	861	\spr\item\ngoaitrang\nu-dm01.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1011	1011	1011	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
Ngo¹i Trang - §­êng M«n	0	11	862	\spr\item\ngoaitrang\nu-dm02.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1012	1012	1012	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
Ngo¹i Trang - §­êng M«n	0	11	863	\spr\item\ngoaitrang\nu-dm03.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1013	1013	1013	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
Ngo¹i Trang - Thóy Yªn	0	11	864	\spr\item\ngoaitrang\nu-ty01.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1014	1014	1014	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
Ngo¹i Trang - Thóy Yªn	0	11	865	\spr\item\ngoaitrang\nu-ty02.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1015	1015	1015	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
Ngo¹i Trang - Thóy Yªn	0	11	866	\spr\item\ngoaitrang\nu-ty03.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1016	1016	1016	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
Ngo¹i Trang - C¸i Bang	0	11	867	\spr\item\ngoaitrang\nu-cb01.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1017	1017	1017	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1	39	6					
Ngo¹i Trang - C¸i Bang	0	11	868	\spr\item\ngoaitrang\nu-cb02.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1018	1018	1018	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1	39	6					
Ngo¹i Trang - C¸i Bang	0	11	869	\spr\item\ngoaitrang\nu-cb03.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1019	1019	1019	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1	39	6					
Ngo¹i Trang - Nga Mi	0	11	870	\spr\item\ngoaitrang\nu-nm01.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1002	1002	1002	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
Ngo¹i Trang - Nga Mi	0	11	871	\spr\item\ngoaitrang\nu-nm02.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1003	1003	1003	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
Ngo¹i Trang - Nga Mi	0	11	872	\spr\item\ngoaitrang\nu-nm03.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1004	1004	1004	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
Ngo¹i Trang - §¹o Gia	0	11	873	\spr\item\ngoaitrang\nu-vd01.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1005	1005	1005	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1	37	4					
Ngo¹i Trang - §¹o Gia	0	11	874	\spr\item\ngoaitrang\nu-vd02.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1006	1006	1006	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1	37	4					
Ngo¹i Trang - §¹o Gia	0	11	875	\spr\item\ngoaitrang\nu-vd03.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1007	1007	1007	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1	37	4					
Ngo¹i Trang - Thiªn NhÉn	0	11	876	\spr\item\ngoaitrang\nu-tn01.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1008	1008	1008	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
Ngo¹i Trang - Thiªn NhÉn	0	11	877	\spr\item\ngoaitrang\nu-tn02.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1009	1009	1009	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
Ngo¹i Trang - Thiªn NhÉn	0	11	878	\spr\item\ngoaitrang\nu-tn03.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1010	1010	1010	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
(Phi Phong)Ngo¹i Trang - §­êng M«n	0	11	879	\spr\item\ngoaitrang\nam-dm01.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1011	1032	1032	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
(Phi Phong)Ngo¹i Trang - §­êng M«n	0	11	880	\spr\item\ngoaitrang\nam-dm02.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1012	1033	1033	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
(Phi Phong)Ngo¹i Trang - §­êng M«n	0	11	881	\spr\item\ngoaitrang\nam-dm03.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1013	1034	1034	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
(Phi Phong)Ngo¹i Trang - Thiªn V­¬ng	0	11	882	\spr\item\ngoaitrang\nam-tv01.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1014	1035	1035	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
(Phi Phong)Ngo¹i Trang - Thiªn V­¬ng	0	11	883	\spr\item\ngoaitrang\nam-tv02.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1015	1036	1036	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
(Phi Phong)Ngo¹i Trang - Thiªn V­¬ng	0	11	884	\spr\item\ngoaitrang\nam-tv03.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1016	1037	1037	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
(Phi Phong)Ngo¹i Trang - C¸i Bang	0	11	885	\spr\item\ngoaitrang\nam-cb01.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1017	1038	1038	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0	39	6					
(Phi Phong)Ngo¹i Trang - C¸i Bang	0	11	886	\spr\item\ngoaitrang\nam-cb02.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1018	1039	1039	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0	39	6					
(Phi Phong)Ngo¹i Trang - C¸i Bang	0	11	887	\spr\item\ngoaitrang\nam-cb03.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1019	1040	1040	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0	39	6					
(Phi Phong)Ngo¹i Trang - Ngò §éc	0	11	888	\spr\item\ngoaitrang\nam-nd01.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1021	1042	1042	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
(Phi Phong)Ngo¹i Trang - Ngò §éc	0	11	889	\spr\item\ngoaitrang\nam-nd02.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1022	1043	1043	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
(Phi Phong)Ngo¹i Trang - ThiÕu L©m	0	11	890	\spr\item\ngoaitrang\nam-tl01.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1002	1023	1023	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
(Phi Phong)Ngo¹i Trang - ThiÕu L©m	0	11	891	\spr\item\ngoaitrang\nam-tl02.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1003	1024	1024	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
(Phi Phong)Ngo¹i Trang - ThiÕu L©m	0	11	892	\spr\item\ngoaitrang\nam-tl03.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1004	1025	1025	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
(Phi Phong)Ngo¹i Trang - §¹o Gia	0	11	893	\spr\item\ngoaitrang\nam-vd01.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1005	1026	1026	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0	37	4					
(Phi Phong)Ngo¹i Trang - §¹o Gia	0	11	894	\spr\item\ngoaitrang\nam-vd02.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1006	1027	1027	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0	37	4					
(Phi Phong)Ngo¹i Trang - §¹o Gia	0	11	895	\spr\item\ngoaitrang\nam-vd03.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1007	1028	1028	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0	37	4					
(Phi Phong)Ngo¹i Trang - Thiªn NhÉn	0	11	896	\spr\item\ngoaitrang\nam-tn01.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1008	1029	1029	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
(Phi Phong)Ngo¹i Trang - Thiªn NhÉn	0	11	897	\spr\item\ngoaitrang\nam-tn02.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1009	1030	1030	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
(Phi Phong)Ngo¹i Trang - Thiªn NhÉn	0	11	898	\spr\item\ngoaitrang\nam-tn03.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1010	1031	1031	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	0							
(Phi Phong)Ngo¹i Trang - Ngò §éc	0	11	899	\spr\item\ngoaitrang\nu-nd01.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1021	1042	1042	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
(Phi Phong)Ngo¹i Trang - Ngò §éc	0	11	900	\spr\item\ngoaitrang\nu-nd02.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1022	1043	1043	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
(Phi Phong)Ngo¹i Trang - §­êng M«n	0	11	901	\spr\item\ngoaitrang\nu-dm01.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1011	1032	1032	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
(Phi Phong)Ngo¹i Trang - §­êng M«n	0	11	902	\spr\item\ngoaitrang\nu-dm02.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1012	1033	1033	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
(Phi Phong)Ngo¹i Trang - §­êng M«n	0	11	903	\spr\item\ngoaitrang\nu-dm03.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1013	1034	1034	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
(Phi Phong)Ngo¹i Trang - Thóy Yªn	0	11	904	\spr\item\ngoaitrang\nu-ty01.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1014	1035	1035	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
(Phi Phong)Ngo¹i Trang - Thóy Yªn	0	11	905	\spr\item\ngoaitrang\nu-ty02.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1015	1036	1036	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
(Phi Phong)Ngo¹i Trang - Thóy Yªn	0	11	906	\spr\item\ngoaitrang\nu-ty03.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1016	1037	1037	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
(Phi Phong)Ngo¹i Trang - C¸i Bang	0	11	907	\spr\item\ngoaitrang\nu-cb01.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1017	1038	1038	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1	39	6					
(Phi Phong)Ngo¹i Trang - C¸i Bang	0	11	908	\spr\item\ngoaitrang\nu-cb02.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1018	1039	1039	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1	39	6					
(Phi Phong)Ngo¹i Trang - C¸i Bang	0	11	909	\spr\item\ngoaitrang\nu-cb03.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1019	1040	1040	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1	39	6					
(Phi Phong)Ngo¹i Trang - Nga Mi	0	11	910	\spr\item\ngoaitrang\nu-nm01.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1002	1023	1023	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
(Phi Phong)Ngo¹i Trang - Nga Mi	0	11	911	\spr\item\ngoaitrang\nu-nm02.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1003	1024	1024	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
(Phi Phong)Ngo¹i Trang - Nga Mi	0	11	912	\spr\item\ngoaitrang\nu-nm03.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1004	1025	1025	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
(Phi Phong)Ngo¹i Trang - §¹o Gia	0	11	913	\spr\item\ngoaitrang\nu-vd01.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1005	1026	1026	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1	37	4					
(Phi Phong)Ngo¹i Trang - §¹o Gia	0	11	914	\spr\item\ngoaitrang\nu-vd02.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1006	1027	1027	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1	37	4					
(Phi Phong)Ngo¹i Trang - §¹o Gia	0	11	915	\spr\item\ngoaitrang\nu-vd03.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1007	1028	1028	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1	37	4					
(Phi Phong)Ngo¹i Trang - Thiªn NhÉn	0	11	916	\spr\item\ngoaitrang\nu-tn01.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1008	1029	1029	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
(Phi Phong)Ngo¹i Trang - Thiªn NhÉn	0	11	917	\spr\item\ngoaitrang\nu-tn02.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1009	1030	1030	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
(Phi Phong)Ngo¹i Trang - Thiªn NhÉn	0	11	918	\spr\item\ngoaitrang\nu-tn03.spr	379	1	1	Phôc trang cã ®İnh phi phong.	5	300	1	0	1010	1031	1031	85	1000	1000	89	1000	1000	114	15	15	139	1	1							36	80	38	1							
Thiªn Chu Sø - Dung H¹	0	11	919	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2164	2164																													
ThÇn H¹c- Chiªm B×nh	0	11	920	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2165	2165																													
TËn Kú Tõ - V« T×nh	0	11	921	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2166	2166																													
§¹t Nguy Hµnh - L·nh HuyÕt	0	11	922	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2167	2167																													
Phi B¹o - Hoµn Nhan Qu©n SÜ	0	11	923	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2168	2168																													
ThÇn thó - Kú L©n	0	11	924	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2169	2169																													
ThÇn thó - Thanh Long	0	11	925	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2170	2170																													
ThÇn thó - HuyÒn Vò	0	11	926	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2171	2171																													
ThÇn thó - Chu T­íc	0	11	927	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2172	2172																													
MÆt n¹ t©n thñ	0	11	928	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2173	2173																													
MÆt n¹ t©n thñ	0	11	929	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2174	2174																													
MÆt n¹ t©n thñ	0	11	930	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2175	2175																													
MÆt n¹ t©n thñ	0	11	931	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2176	2176																													
MÆt n¹ t©n thñ	0	11	932	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2177	2177																													
Ngo¹i trang Thiªn V­¬ng (cÊp Kim ¤)	0	11	933	\spr\item\script\teammask.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1024	1050	1050	85	250	250	89	250	250	114	5	5										39	1			36	130					
Ngo¹i trang ThiÕu L©m (cÊp Kim ¤)	0	11	934	\spr\item\script\teammask.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1023	1049	1049	85	250	250	89	250	250	114	5	5										39	0			36	130					
Ngo¹i trang §­êng M«n (cÊp Kim ¤)	0	11	935	\spr\item\script\teammask.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1026	1052	1052	85	250	250	89	250	250	114	5	5										39	2			36	130					
Ngo¹i trang Ngò §éc (cÊp Kim ¤)	0	11	936	\spr\item\script\teammask.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1026	1052	1052	85	250	250	89	250	250	114	5	5										39	3			36	130					
Ngo¹i trang Nga My (cÊp Kim ¤)	0	11	937	\spr\item\script\teammask.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1025	1051	1051	85	250	250	89	250	250	114	5	5										39	4	38	1	36	130					
Ngo¹i trang Thóy Yªn (cÊp Kim ¤)	0	11	938	\spr\item\script\teammask.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1025	1051	1051	85	250	250	89	250	250	114	5	5										39	5	38	1	36	130					
Ngo¹i trang C¸i Bang (cÊp Kim ¤)	0	11	939	\spr\item\script\teammask.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1027	1053	1053	85	250	250	89	250	250	114	5	5										39	6			36	130					
Ngo¹i trang Thiªn NhÉn (cÊp Kim ¤)	0	11	940	\spr\item\script\teammask.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1028	1054	1054	85	250	250	89	250	250	114	5	5										39	7			36	130					
Ngo¹i trang Vâ §ang (cÊp Kim ¤)	0	11	941	\spr\item\script\teammask.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1029	1055	1055	85	250	250	89	250	250	114	5	5										39	8			36	130					
Ngo¹i trang C«n L«n (cÊp Kim ¤)	0	11	942	\spr\item\script\teammask.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1029	1055	1055	85	250	250	89	250	250	114	5	5										39	9			36	130					
Ngo¹i trang Hoa S¬n (cÊp Kim ¤)	0	11	943	\spr\item\script\teammask.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1041	1067	1067	85	250	250	89	250	250	114	5	5										36	130									
Ngo¹i trang Thiªn V­¬ng (cÊp Minh Ph­îng)	0	11	944	\spr\item\script\tongmask.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1031	1057	1057	85	250	250	89	250	250	114	5	5										39	1			36	130					
Ngo¹i trang ThiÕu L©m (cÊp Minh Ph­îng)	0	11	945	\spr\item\script\tongmask.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1030	1056	1056	85	250	250	89	250	250	114	5	5										39	0	38	0	36	130					
Ngo¹i trang §­êng M«n (cÊp Minh Ph­îng)	0	11	946	\spr\item\script\tongmask.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1035	1061	1061	85	250	250	89	250	250	114	5	5										39	2			36	130					
Ngo¹i trang Ngò §éc (cÊp Minh Ph­îng)	0	11	947	\spr\item\script\tongmask.spr	379	1	1	Mang vµo sÏ cã 1 trang phôc ­ng ı.	5	300	1	0	1034	1060	1060	85	250	250	89	250	250	114	5	5										39	3			36	130					
